Education,Age,Genre,Origine,Domestication,VaccinationDesAnimaux,MorsureDeChien,Deces,PropagationParLesChiens,Transmission,VaccinationPreventive,Campagne,VaccinationPersonnelle,ConnaissanceAvantLaVaccination,ConnaissanceApresLaVaccination,Signes,Enrage,Medecin,FamilierAtteint,Installations,VaccinationAbordable,PreferencePourLaVaccination,ID_Repondant
C,1,2,2,2,2,1,1,1,1,2,2,1,1,1,2,2,2,1,2,2,2,Respondent489
C,1,2,2,2,2,1,1,1,2,1,2,2,1,1,2,2,2,2,1,1,1,Respondent490
C,1,2,2,2,2,1,1,1,2,1,2,1,2,2,2,2,2,2,2,1,1,Respondent491
C,1,2,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,Respondent492
C,1,2,2,2,2,1,1,1,2,1,2,2,1,2,2,2,2,2,2,1,1,Respondent493
C,1,1,2,2,2,1,1,1,1,1,2,2,1,2,2,1,2,1,2,1,1,Respondent494
C,1,1,2,1,2,1,1,1,2,1,2,2,1,1,2,1,2,1,1,1,2,Respondent495
C,1,1,2,2,2,1,1,2,2,1,1,1,2,1,1,2,1,2,1,2,2,Respondent496
C,1,1,2,1,2,1,1,2,1,1,2,2,2,2,1,2,1,2,2,1,1,Respondent497
F,1,1,2,2,1,1,1,2,1,1,2,1,2,1,1,1,2,2,2,1,2,Respondent498
C,1,1,2,2,2,1,1,1,2,2,1,1,2,1,1,2,1,1,2,1,2,Respondent499
C,1,1,2,2,2,1,1,1,1,2,2,2,1,1,2,2,2,1,2,1,1,Respondent500
C,1,1,2,1,2,1,1,2,2,2,1,1,2,2,1,1,2,2,1,2,2,Respondent501
C,1,1,2,2,2,1,1,1,2,1,2,2,1,1,2,2,2,2,2,2,2,Respondent502
F,1,1,2,2,2,1,1,2,1,2,1,2,2,1,2,2,2,2,1,2,1,Respondent503
F,1,2,2,1,1,1,1,1,2,1,2,2,2,1,1,1,1,2,1,2,1,Respondent504
F,1,2,2,1,1,1,1,1,2,1,2,2,2,1,1,1,1,2,1,2,1,Respondent505
F,1,2,2,1,1,1,1,1,2,1,2,2,2,1,1,1,1,2,1,2,1,Respondent506
F,1,2,2,2,2,1,2,1,1,1,2,1,1,2,2,1,1,1,2,1,1,Respondent507
F,1,2,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,Respondent508
F,1,2,2,2,1,1,1,2,1,2,2,2,2,1,2,1,1,2,1,2,2,Respondent509
F,1,2,2,2,2,1,1,1,1,1,2,1,2,2,1,1,1,2,2,1,1,Respondent510
F,1,2,2,2,2,1,1,1,1,1,2,2,1,1,2,2,2,2,2,1,1,Respondent511
F,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,Respondent512
F,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,Respondent513
F,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Respondent514
F,1,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,Respondent515
F,1,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,Respondent516
C,1,1,2,2,2,1,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,Respondent517
C,1,1,2,2,2,1,1,1,1,1,2,2,2,1,2,1,2,1,2,1,1,Respondent518
C,1,1,2,1,2,1,1,2,1,1,2,2,2,1,1,1,2,2,2,1,1,Respondent519
C,1,1,2,2,1,1,2,1,1,1,2,2,1,1,2,2,1,1,2,2,1,Respondent520
C,1,1,2,1,2,1,1,1,1,1,1,2,1,2,1,2,2,1,2,2,1,Respondent521
C,1,1,2,2,2,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,1,Respondent522
C,1,1,2,1,2,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,Respondent523
C,1,1,2,1,1,1,1,1,1,1,2,2,1,1,2,1,2,1,2,1,1,Respondent524
C,1,1,2,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,Respondent525
C,1,1,2,1,2,1,2,1,1,1,1,1,1,2,2,2,2,1,1,1,1,Respondent526
C,1,1,2,1,1,1,2,2,2,1,2,1,2,1,2,1,1,2,1,2,1,Respondent527
C,1,1,2,1,2,1,2,1,1,1,2,2,1,2,1,1,1,2,1,2,1,Respondent528
C,1,1,2,1,2,1,1,1,1,2,2,2,2,2,2,1,2,1,2,1,2,Respondent529
C,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,Respondent530
C,1,1,2,2,2,1,1,1,1,1,2,1,1,2,2,2,2,1,2,1,1,Respondent531
C,1,1,2,2,2,1,1,1,1,1,1,2,2,1,2,1,2,1,2,1,1,Respondent532
C,1,1,2,2,2,1,1,1,1,2,2,2,1,1,2,2,2,1,2,1,1,Respondent533
C,1,1,2,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,Respondent534
C,1,1,2,1,2,1,2,1,1,1,2,2,1,2,2,1,1,2,1,1,2,Respondent535
C,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,Respondent536
C,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,Respondent537
C,1,1,2,1,1,1,2,2,1,2,1,2,2,1,2,2,1,1,1,1,2,Respondent538
C,1,1,2,1,2,1,1,2,1,2,1,2,1,1,1,2,1,1,2,1,1,Respondent539
C,1,1,2,2,2,1,1,1,1,1,2,2,1,2,2,1,2,2,2,1,1,Respondent540
C,1,1,2,2,2,1,2,1,1,1,2,2,2,2,2,2,1,1,2,1,1,Respondent541
C,1,1,2,1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,2,1,1,Respondent542
C,1,1,2,2,2,1,1,1,1,1,1,2,2,1,2,1,2,1,2,1,1,Respondent543
C,1,1,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2,1,2,2,1,Respondent544
C,1,1,2,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,Respondent545
C,1,1,2,2,2,1,2,1,2,1,2,2,1,1,2,2,2,1,2,2,1,Respondent546
C,1,1,2,1,1,1,2,1,2,2,1,2,1,1,2,1,1,1,2,1,1,Respondent547
C,1,1,2,2,1,1,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,Respondent548
C,1,1,2,1,2,1,2,1,1,2,2,1,2,1,1,1,1,1,2,1,1,Respondent549
C,1,1,2,1,2,1,1,1,2,2,2,2,1,1,2,1,1,2,1,2,1,Respondent550
F,1,1,2,2,2,1,1,1,1,1,2,2,2,1,2,2,2,1,2,1,1,Respondent551
C,1,2,2,2,2,1,1,1,2,1,2,2,1,1,2,2,2,1,1,1,1,Respondent552
C,1,2,2,1,2,1,1,1,1,1,2,2,2,1,2,2,2,1,2,1,1,Respondent553
C,1,2,2,2,2,1,1,1,1,1,2,2,2,1,2,2,2,1,2,1,1,Respondent554
C,1,2,2,2,2,1,1,1,1,1,2,2,1,2,2,2,1,1,2,1,1,Respondent555
C,1,1,2,1,2,1,2,1,2,1,2,2,1,1,1,2,2,2,2,1,1,Respondent556
C,1,2,2,2,2,1,2,1,1,1,2,1,1,2,1,1,1,1,2,1,1,Respondent557
C,1,2,2,1,2,1,1,1,1,1,1,2,1,2,2,1,1,1,2,1,1,Respondent558
C,1,2,2,2,2,1,1,1,1,2,2,1,1,2,2,2,2,2,2,1,1,Respondent559
C,1,1,2,1,2,1,2,1,1,1,1,2,2,1,2,1,2,2,2,1,2,Respondent560
C,1,1,2,2,2,1,2,1,1,1,2,2,2,1,2,2,2,2,2,1,1,Respondent561
C,1,1,2,2,2,1,2,1,2,2,2,1,1,1,2,2,1,2,2,2,1,Respondent562
C,1,1,2,2,2,1,2,1,1,1,2,2,1,1,2,2,2,2,2,1,1,Respondent563
C,1,1,2,2,2,1,2,1,1,1,1,1,1,1,2,2,1,2,2,2,2,Respondent564
C,1,1,2,2,2,1,2,1,1,1,1,1,1,1,2,1,2,2,1,2,2,Respondent565
C,1,1,2,1,2,1,2,1,2,1,1,1,2,1,2,2,1,1,2,2,1,Respondent566
C,1,1,2,1,2,1,2,1,1,2,2,2,1,1,2,1,2,1,2,2,2,Respondent567
C,1,1,2,1,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,1,2,Respondent568
C,1,1,2,2,1,1,1,2,1,1,1,2,1,2,1,1,2,1,2,2,1,Respondent569
C,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,1,Respondent570
C,1,2,2,2,2,1,2,2,1,1,2,2,1,1,1,2,2,1,2,2,2,Respondent571
C,1,2,2,2,1,1,2,1,1,1,2,2,1,2,2,1,1,2,2,1,1,Respondent572
C,1,1,2,2,2,1,2,1,1,1,1,1,2,1,2,2,2,1,2,1,2,Respondent573
C,1,2,2,2,2,1,2,1,1,1,2,2,2,1,2,2,2,2,1,1,2,Respondent574
F,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,2,1,2,1,2,Respondent575
F,1,2,2,2,2,1,1,1,2,1,2,1,2,1,1,1,2,1,2,1,1,Respondent576
F,1,2,2,2,2,1,1,1,2,1,2,2,2,2,1,1,2,1,2,2,2,Respondent577
F,1,1,2,1,2,1,2,2,1,1,2,2,2,2,1,1,1,2,2,2,1,Respondent578
F,1,1,2,2,2,1,2,1,1,1,2,2,2,2,2,2,1,1,2,1,1,Respondent579
F,1,2,2,2,2,1,2,1,2,1,2,2,1,2,2,2,1,1,2,2,1,Respondent580
F,1,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,1,1,2,2,1,Respondent581
F,1,1,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2,1,2,1,1,Respondent582
F,1,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,Respondent583
F,1,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,Respondent584
F,1,1,2,2,2,1,1,1,1,1,2,2,2,2,1,2,1,2,2,2,1,Respondent585
F,1,1,2,2,1,1,2,1,1,2,1,1,2,1,2,1,1,1,2,1,1,Respondent586
F,1,1,2,2,2,1,1,2,1,2,1,2,1,2,2,1,1,2,2,2,1,Respondent587
F,1,1,2,2,2,1,1,2,1,1,2,1,2,2,2,1,1,1,2,1,2,Respondent588
C,1,2,2,2,2,1,1,1,2,1,1,2,2,1,2,1,2,1,2,1,1,Respondent589
C,1,1,1,2,1,1,1,2,2,2,2,1,1,1,2,2,1,1,2,2,2,Respondent590
C,1,2,1,1,2,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,Respondent591
A,1,2,2,2,2,1,1,2,1,1,2,2,1,1,2,1,2,1,2,1,2,Respondent592
C,1,2,2,2,1,1,1,2,2,2,1,1,2,2,2,1,1,2,2,1,1,Respondent593
B,1,2,1,2,2,1,1,1,1,1,2,2,1,1,2,1,2,2,2,1,1,Respondent594
B,1,2,2,2,2,1,1,1,1,2,2,2,1,1,2,1,2,1,2,1,1,Respondent595
C,1,2,2,2,1,1,2,1,2,2,1,2,1,1,1,2,1,1,2,1,2,Respondent596
A,1,2,1,2,1,1,1,2,1,1,2,1,2,2,1,2,2,2,2,1,1,Respondent597
C,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,2,1,1,1,2,Respondent598
C,1,2,1,1,2,1,2,1,1,2,1,2,1,2,1,2,2,1,2,1,2,Respondent599
C,1,2,2,2,2,1,2,2,2,1,2,1,2,1,1,2,1,2,1,2,1,Respondent600
C,1,1,1,2,2,1,2,1,1,2,2,1,1,1,2,2,1,1,2,1,2,Respondent601
C,1,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,2,1,2,2,1,Respondent602
C,1,1,2,2,2,1,1,2,2,1,1,2,2,2,2,2,1,2,2,2,1,Respondent603
A,1,2,2,2,1,1,2,1,1,2,2,2,1,2,1,2,2,1,2,1,1,Respondent604
A,1,2,1,1,1,1,1,1,2,2,1,2,1,1,2,2,1,2,1,1,2,Respondent605
B,1,2,1,2,2,1,1,1,2,1,2,2,1,1,1,2,2,2,1,1,1,Respondent606
F,1,2,1,1,1,1,1,2,1,1,2,2,1,2,2,1,1,2,2,1,2,Respondent607
F,1,2,1,1,2,1,2,1,1,1,2,2,2,2,2,2,2,1,2,1,1,Respondent608
C,1,2,1,2,1,1,2,2,1,1,2,1,2,1,1,1,2,1,2,1,2,Respondent609
F,1,2,1,1,2,1,1,1,2,1,2,2,1,1,2,2,1,1,2,1,2,Respondent610
F,1,1,1,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1,Respondent611
C,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2,2,2,2,1,1,1,Respondent612
C,1,1,1,2,2,1,1,2,1,1,2,2,1,1,2,2,2,1,2,1,1,Respondent613
C,1,1,1,2,2,1,1,2,1,2,1,2,2,1,2,1,2,2,1,1,1,Respondent614
C,1,1,1,2,2,1,1,1,2,1,2,2,1,2,1,1,1,2,2,2,2,Respondent615
C,1,2,1,1,2,1,1,2,2,1,2,1,2,1,2,1,2,1,2,1,2,Respondent616
C,1,1,1,2,2,1,1,1,2,1,2,2,1,2,1,1,2,1,1,1,1,Respondent617
C,1,1,1,2,2,1,1,1,2,1,2,2,2,1,2,2,2,1,2,1,1,Respondent618
C,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,1,1,Respondent619
C,1,1,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,1,1,1,Respondent620
C,1,2,2,1,1,1,1,2,1,1,1,2,2,2,1,2,1,2,1,1,2,Respondent621
C,1,1,1,2,2,1,1,1,1,2,2,1,2,2,2,2,2,2,1,1,1,Respondent622
C,1,1,1,2,2,1,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,Respondent623
C,1,1,1,2,2,1,1,1,2,2,1,2,2,1,2,2,2,2,1,1,1,Respondent624
C,1,1,1,1,2,1,1,1,1,2,2,1,2,1,2,2,1,1,1,1,1,Respondent625
C,1,1,1,2,2,1,1,1,1,2,2,1,2,2,2,2,2,2,1,1,1,Respondent626
C,1,2,1,1,2,1,1,2,1,1,1,2,2,1,2,1,2,1,2,1,2,Respondent627
C,1,1,1,2,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,Respondent628
C,1,1,1,2,2,1,1,1,1,1,2,2,1,2,1,1,2,1,2,2,1,Respondent629
C,1,1,1,2,2,1,1,1,2,1,2,2,2,2,2,2,1,2,1,2,1,Respondent630
C,1,1,1,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,1,Respondent631
C,1,1,1,1,2,1,1,1,2,2,1,2,1,1,2,2,2,2,2,1,1,Respondent632
C,1,1,1,1,2,1,1,1,2,2,1,1,2,1,2,2,2,2,2,1,1,Respondent633
C,1,1,1,1,2,1,1,1,2,2,1,1,2,1,2,2,2,2,2,1,1,Respondent634
C,1,1,1,1,2,1,1,1,1,1,2,2,1,2,1,2,2,2,1,1,1,Respondent635
C,1,1,1,1,2,1,1,1,1,1,2,2,1,2,1,2,2,1,1,1,1,Respondent636
C,1,1,1,2,1,1,1,1,2,1,2,2,2,1,2,2,2,1,1,1,1,Respondent637
C,1,1,1,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,1,Respondent638
C,1,1,1,1,2,1,1,1,2,2,1,1,2,2,1,2,2,1,1,1,1,Respondent639
C,1,1,1,1,2,1,1,1,2,2,1,1,2,2,2,2,2,1,1,1,1,Respondent640
C,1,1,1,2,2,1,1,1,2,2,2,1,2,2,1,2,1,1,2,1,1,Respondent641
C,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,2,2,1,1,Respondent642
C,1,1,1,2,2,1,1,1,2,2,1,2,1,2,1,1,2,1,1,1,1,Respondent643
C,1,1,1,1,2,1,1,1,2,2,1,2,1,1,2,2,2,1,1,1,1,Respondent644
C,1,2,2,2,1,1,1,1,2,1,2,2,1,2,2,2,2,1,2,1,2,Respondent645
C,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,2,1,1,2,1,1,Respondent646
C,1,2,1,2,2,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,Respondent647
C,1,2,1,2,2,1,1,2,1,1,1,1,2,2,2,1,1,2,1,2,2,Respondent648
C,1,2,1,2,2,1,2,1,1,1,2,2,1,1,2,1,2,1,2,1,1,Respondent649
C,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,1,1,Respondent650
C,1,2,1,2,2,1,2,1,2,2,1,2,2,2,1,2,1,2,1,2,1,Respondent651
C,1,2,1,2,2,1,1,1,2,1,2,2,2,1,2,1,2,1,1,1,1,Respondent652
C,1,2,1,1,1,1,1,1,2,1,2,2,1,1,2,1,1,1,2,1,1,Respondent653
C,1,2,2,1,2,1,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,Respondent654
C,1,2,2,1,1,1,2,1,1,2,2,2,2,1,2,1,2,2,2,2,1,Respondent655
C,1,1,2,1,1,1,2,2,2,1,2,1,2,2,1,2,2,1,2,1,1,Respondent656
C,1,1,1,1,2,1,1,1,2,2,1,2,2,2,2,2,1,1,1,1,1,Respondent657
C,1,1,1,1,2,1,2,1,1,2,2,1,2,2,2,2,2,2,2,1,1,Respondent658
C,1,1,1,2,2,1,1,1,1,2,1,2,2,1,2,1,2,2,2,1,1,Respondent659
C,1,1,1,2,2,1,1,1,2,2,1,2,2,1,1,1,2,2,2,1,1,Respondent660
C,1,2,1,2,2,1,1,2,1,2,1,1,1,1,2,1,1,2,1,2,2,Respondent661
C,1,2,1,1,2,1,1,1,2,2,1,2,2,1,2,2,2,1,2,1,1,Respondent662
C,1,2,1,2,2,1,1,1,2,2,1,2,2,1,2,2,2,2,2,1,1,Respondent663
C,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,2,1,1,Respondent664
C,1,2,1,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1,1,Respondent665
C,1,2,1,2,2,1,1,1,2,1,2,2,1,2,2,2,2,1,2,1,1,Respondent666
C,1,1,1,1,2,1,1,1,2,2,1,2,2,2,2,2,1,2,1,1,1,Respondent667
C,1,1,1,2,2,1,1,1,2,1,2,2,1,2,2,2,2,2,2,1,1,Respondent668
C,1,1,1,2,2,1,2,1,2,1,1,2,2,2,2,2,2,1,1,1,1,Respondent669
C,1,1,1,1,2,1,1,1,1,2,2,1,2,2,2,1,2,2,1,1,1,Respondent670
C,1,1,1,2,2,1,1,1,1,1,2,2,1,2,1,1,1,2,2,1,1,Respondent671
A,1,1,1,2,2,1,1,1,1,1,2,2,2,1,2,1,2,1,1,1,1,Respondent672
C,1,1,1,2,2,1,1,1,1,2,2,1,2,1,2,1,2,2,1,1,1,Respondent673
A,1,1,1,2,2,1,1,1,2,1,2,2,1,2,2,2,2,2,2,1,1,Respondent674
C,1,1,1,2,2,1,1,1,2,2,2,2,1,2,1,2,2,1,2,1,1,Respondent675
C,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,Respondent676
C,1,1,1,1,2,1,1,1,1,1,2,2,1,1,2,1,1,2,1,2,1,Respondent677
C,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,Respondent678
C,1,1,1,1,2,1,1,1,1,1,2,2,1,1,2,1,2,2,1,2,2,Respondent679
C,1,1,1,1,2,1,1,1,2,1,2,2,1,2,2,1,1,2,1,1,1,Respondent680
C,1,1,1,1,1,1,2,1,2,1,2,1,2,1,2,2,1,2,1,1,1,Respondent681
C,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,2,2,1,1,Respondent682
C,1,1,1,1,2,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,1,Respondent683
C,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,2,2,1,2,2,2,Respondent684
C,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,2,2,Respondent685
C,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,Respondent686
C,1,1,1,2,2,1,1,1,2,1,2,2,1,1,2,2,1,1,2,1,1,Respondent687
C,1,1,2,1,1,1,1,1,2,1,1,2,1,1,2,1,2,1,2,2,1,Respondent688
C,1,1,1,2,2,1,1,2,2,1,2,2,1,1,2,1,1,2,1,1,1,Respondent689
C,1,1,1,2,2,1,1,2,1,1,2,1,2,1,2,1,2,2,2,1,2,Respondent690
C,1,1,1,2,2,1,1,2,1,1,2,2,2,1,2,1,2,1,2,1,1,Respondent691
C,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2,1,2,2,2,1,1,Respondent692
C,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2,1,2,1,2,1,1,Respondent693
C,1,1,1,1,2,1,1,1,2,1,2,2,2,1,2,1,2,2,2,1,2,Respondent694
C,1,1,1,2,2,1,1,1,1,1,2,1,1,1,2,1,1,2,2,1,1,Respondent695
C,1,1,1,1,2,1,2,1,1,1,2,2,2,1,1,1,1,2,1,2,2,Respondent696
F,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,2,2,2,1,1,1,Respondent697
C,1,2,2,2,2,1,1,1,2,1,2,2,1,1,2,2,2,1,2,2,2,Respondent698
C,1,2,1,2,2,1,1,1,2,1,2,2,2,1,2,2,2,1,2,1,2,Respondent699
C,1,2,1,2,2,1,1,1,2,1,2,1,2,1,2,1,1,1,2,2,1,Respondent700
C,1,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,1,1,2,2,2,Respondent701
C,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,1,2,1,1,2,1,Respondent702
F,1,2,1,1,2,1,2,1,2,2,1,2,2,2,1,1,2,1,2,1,2,Respondent703
C,1,2,2,1,1,1,1,1,2,2,2,1,1,2,2,2,2,1,2,2,1,Respondent704
C,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,Respondent705
C,1,1,1,2,2,1,1,1,1,1,2,1,2,1,1,1,2,1,2,1,2,Respondent706
C,1,1,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,1,2,1,2,Respondent707
C,1,1,1,2,2,1,1,1,2,2,2,2,1,1,1,2,1,1,2,2,1,Respondent708
C,1,1,1,2,1,1,1,1,1,2,2,2,2,1,1,2,2,1,1,1,2,Respondent709
C,1,1,1,2,2,1,1,2,1,2,2,2,1,1,2,1,2,1,2,1,2,Respondent710
C,1,1,1,2,2,1,1,1,2,1,2,1,2,1,1,1,2,1,2,1,2,Respondent711
C,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,2,2,1,2,1,2,Respondent712
C,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,Respondent713
C,1,1,1,2,2,1,1,1,2,1,2,2,2,1,2,1,2,1,2,1,2,Respondent714
C,1,1,2,2,2,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,Respondent715
C,1,1,1,2,2,1,2,1,2,1,2,2,1,1,2,1,2,1,2,1,2,Respondent716
C,1,1,2,2,2,1,1,1,1,1,2,2,1,2,2,1,2,1,1,1,2,Respondent717
C,1,1,1,1,2,1,1,1,1,1,2,2,1,1,2,1,2,1,1,1,1,Respondent718
C,1,1,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,1,1,1,Respondent719
C,1,1,1,2,2,1,1,1,2,1,1,2,2,1,1,1,1,2,2,2,2,Respondent720
C,1,1,1,2,2,1,1,1,2,1,2,2,2,2,2,1,2,1,2,1,2,Respondent721
C,1,1,1,2,2,1,1,1,1,1,2,2,2,1,2,1,2,1,2,1,1,Respondent722
C,1,1,2,2,2,1,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,Respondent723
C,1,1,1,2,2,1,1,1,2,1,2,2,1,1,1,1,2,1,2,1,2,Respondent724
C,1,1,1,2,2,1,1,1,2,1,2,2,1,1,1,1,2,1,2,1,2,Respondent725
C,1,1,1,1,2,1,2,1,2,1,2,2,1,2,2,1,2,1,2,1,1,Respondent726
C,1,1,1,2,2,1,1,1,1,1,2,2,2,1,2,1,2,1,2,1,1,Respondent727
C,1,1,1,2,2,1,1,1,1,1,2,2,1,2,1,1,2,1,1,1,2,Respondent728
C,1,1,1,2,1,1,1,1,1,1,2,2,2,1,2,1,2,1,2,1,1,Respondent729
C,1,1,2,2,2,1,1,1,2,1,2,2,2,1,2,2,1,1,1,1,1,Respondent730
C,1,1,1,1,2,1,1,1,1,1,2,2,1,2,1,1,2,2,2,1,1,Respondent731
C,1,1,2,2,2,1,1,1,1,1,2,2,1,2,1,2,2,2,2,1,1,Respondent732
C,1,1,2,2,2,1,1,1,1,1,2,2,2,2,1,1,1,2,1,2,1,Respondent733
C,1,1,1,2,2,1,1,1,1,2,1,2,2,2,1,2,2,1,2,2,1,Respondent734
